START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
06-10-2017 15:19,06-10-2017 16:28,Business,New York,Jamaica,16.3,Meeting
06-10-2017 21:47,06-10-2017 22:04,Business,Cary,Durham,10.4,Meeting
06-10-2017 23:53,06-11-2017 00:01,Business,Durham,Cary,9.9,Meeting
06-11-2017 17:08,06-11-2017 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies
06-11-2017 17:34,06-11-2017 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain
06-11-2017 17:50,06-11-2017 17:56,Business,Westpark Place,Whitebridge,1.7,
06-11-2017 21:45,06-11-2017 22:04,Business,Cary,Durham,10.4,Meeting
06-11-2017 23:39,06-12-2017 00:05,Business,Durham,Cary,9.9,Meeting
06-12-2017 19:53,06-12-2017 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain
06-12-2017 20:05,06-12-2017 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies
06-12-2017 21:58,06-12-2017 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies
07-01-2017 00:00,07-01-2017 00:25,Business,Durham,Cary,9.9,Meeting
07-01-2017 09:34,07-01-2017 09:57,Business,Cary,Raleigh,13.3,Meeting
07-01-2017 12:36,07-01-2017 13:00,Business,Raleigh,Cary,11.3,Meeting
07-01-2017 20:06,07-01-2017 20:24,Business,Cary,Durham,10.5,Meeting
07-01-2017 23:48,07-02-2017 00:09,Business,Durham,Cary,9.9,Meeting
07-02-2017 20:18,07-02-2017 20:36,Business,Cary,Durham,10.1,Meeting
07-02-2017 23:48,07-03-2017 00:12,Business,Durham,Cary,9.9,Meeting
07-03-2017 00:28,07-03-2017 00:38,Business,Cary,Morrisville,3.1,Errand/Supplies
07-03-2017 03:02,07-03-2017 03:08,Business,Morrisville,Cary,3.1,Errand/Supplies
07-03-2017 20:00,07-03-2017 20:18,Business,Cary,Durham,9.9,Meeting
07-04-2017 00:32,07-04-2017 00:47,Business,Durham,Cary,9.9,Meeting
07-04-2017 17:31,07-04-2017 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting
07-04-2017 18:23,07-04-2017 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site
07-04-2017 20:00,07-04-2017 20:17,Business,Cary,Durham,11.8,Meeting
07-05-2017 00:00,07-05-2017 00:05,Business,Parkwood,Parkwood,1.2,Errand/Supplies
07-05-2017 00:08,07-05-2017 00:28,Business,Durham,Cary,9.9,Meeting
07-05-2017 16:48,07-05-2017 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
07-05-2017 20:06,07-05-2017 20:26,Business,Cary,Durham,9.9,
07-05-2017 22:41,07-05-2017 23:02,Business,Durham,Morrisville,8.6,
07-06-2017 00:33,07-06-2017 00:53,Business,Morrisville,Cary,6.3,Meal/Entertain
07-06-2017 09:06,07-06-2017 09:25,Business,Cary,Durham,9.9,Meeting
07-06-2017 12:48,07-06-2017 13:08,Business,Durham,Cary,9.9,
07-06-2017 20:04,07-06-2017 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain
07-06-2017 23:46,07-06-2017 23:59,Business,Morrisville,Cary,3.1,Customer Visit
07-07-2017 08:22,07-07-2017 08:50,Business,Cary,Morrisville,7.9,Temporary Site
07-07-2017 10:27,07-07-2017 10:33,Business,Morrisville,Cary,8.9,
07-07-2017 12:59,07-07-2017 13:35,Business,Kenner,New Orleans,12.8,
07-08-2017 09:50,07-08-2017 10:13,Business,CBD,Pontchartrain Beach,7.7,
07-08-2017 10:51,07-08-2017 11:12,Business,Pontchartrain Beach,CBD,7.0,
07-08-2017 13:48,07-08-2017 14:11,Business,New Orleans,Metairie,12.5,
07-08-2017 17:11,07-08-2017 17:30,Business,Kenner,New Orleans,13.2,
07-09-2017 09:03,07-09-2017 09:46,Business,New Orleans,Kenner,13.0,
07-09-2017 09:52,07-09-2017 10:06,Business,Kenner,Metairie,4.9,
07-09-2017 10:15,07-09-2017 10:33,Business,Metairie,New Orleans,8.5,
07-10-2017 14:10,07-10-2017 14:17,Business,CBD,St Thomas,1.3,
07-10-2017 16:04,07-10-2017 16:15,Business,St Thomas,CBD,1.8,
07-10-2017 18:05,07-10-2017 18:21,Business,New Orleans,Kenner,13.6,
07-10-2017 19:51,07-10-2017 20:08,Business,Kenner,New Orleans,13.4,
07-12-2017 16:10,07-12-2017 16:45,Business,New Orleans,Kenner,12.3,
07-12-2017 19:21,07-12-2017 19:26,Personal,Kenner,Kenner,1.4,
08-01-2017 12:47,08-01-2017 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,
08-01-2017 13:08,08-01-2017 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
08-01-2017 13:28,08-01-2017 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,
08-01-2017 13:52,08-01-2017 14:14,Business,Cary,Apex,6.9,
08-01-2017 15:40,08-01-2017 15:47,Business,Apex,Cary,4.6,
08-01-2017 16:18,08-01-2017 16:25,Business,Whitebridge,Edgehill Farms,2.8,
08-01-2017 16:29,08-01-2017 16:59,Business,Cary,Morrisville,9.1,
08-01-2017 17:23,08-01-2017 17:55,Business,Morrisville,Cary,8.1,
08-02-2017 08:11,08-02-2017 08:32,Business,Cary,Morrisville,8.4,Meeting
08-02-2017 11:51,08-02-2017 12:15,Business,Arlington,Washington,4.9,
08-02-2017 19:15,08-02-2017 19:23,Business,Kalorama Triangle,K Street,1.0,
08-02-2017 21:23,08-02-2017 21:29,Business,K Street,Kalorama Triangle,1.0,
08-03-2017 12:46,08-03-2017 13:00,Business,West End,Northwest Rectangle,2.0,
08-03-2017 14:59,08-03-2017 15:03,Business,K Street,Kalorama Triangle,1.1,
08-03-2017 16:00,08-03-2017 16:04,Business,Kalorama Triangle,Downtown,1.5,
08-05-2017 17:23,08-05-2017 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,
08-05-2017 18:17,08-05-2017 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,
08-05-2017 19:17,08-05-2017 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,
08-06-2017 06:40,08-06-2017 06:58,Business,Washington,Arlington,6.6,
08-06-2017 09:31,08-06-2017 09:53,Business,Morrisville,Cary,8.0,
08-07-2017 17:14,08-07-2017 17:23,Business,Whitebridge,Edgehill Farms,2.7,
08-07-2017 17:28,08-07-2017 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-07-2017 18:17,08-07-2017 18:23,Business,Cary,Morrisville,2.5,
08-07-2017 20:15,08-07-2017 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain
08-08-2017 16:17,08-08-2017 16:31,Business,Whitebridge,Farmington Woods,5.2,
08-08-2017 16:37,08-08-2017 16:50,Business,Farmington Woods,Edgehill Farms,4.0,
08-08-2017 17:02,08-08-2017 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-08-2017 21:50,08-08-2017 22:15,Business,Cary,Morrisville,4.8,
08-08-2017 23:28,08-08-2017 23:37,Business,Morrisville,Cary,3.2,Customer Visit
08-09-2017 14:20,08-09-2017 14:38,Business,Whitebridge,Waverly Place,6.9,
08-09-2017 15:15,08-09-2017 15:36,Business,Cary,Raleigh,14.9,
08-09-2017 16:04,08-09-2017 16:37,Business,Raleigh,Cary,17.4,
08-10-2017 16:56,08-10-2017 17:24,Business,Cary,Durham,12.9,
08-10-2017 17:53,08-10-2017 18:28,Business,Durham,Apex,15.3,
08-10-2017 18:49,08-10-2017 18:50,Business,Apex,Apex,1.0,
08-10-2017 19:47,08-10-2017 20:02,Business,Apex,Cary,6.0,
08-11-2017 12:53,08-11-2017 13:00,Business,Whitebridge,Heritage Pines,2.2,
08-11-2017 13:14,08-11-2017 13:28,Business,Heritage Pines,Edgehill Farms,4.4,
08-11-2017 13:32,08-11-2017 13:42,Business,Edgehill Farms,Whitebridge,2.8,
08-11-2017 18:37,08-11-2017 19:29,Business,Cary,Wake Forest,31.7,
08-11-2017 20:59,08-11-2017 21:44,Business,Wake Forest,Cary,31.9,
08-12-2017 18:49,08-12-2017 18:52,Business,Whitebridge,Westpark Place,1.9,
08-12-2017 18:56,08-12-2017 19:05,Business,Westpark Place,Whitebridge,1.8,
09-01-2017 11:51,09-01-2017 12:24,Business,Unknown Location,Islamabad,13.0,
09-01-2017 17:21,09-01-2017 17:36,Business,Islamabad,Unknown Location,10.6,
09-01-2017 18:49,09-01-2017 19:08,Business,Unknown Location,Unknown Location,2.2,
09-02-2017 11:37,09-02-2017 12:24,Business,Unknown Location,Islamabad,9.2,
09-02-2017 18:56,09-02-2017 19:37,Business,Unknown Location,Unknown Location,12.9,
09-05-2017 10:25,09-05-2017 10:44,Business,Unknown Location,R?walpindi,17.2,
09-06-2017 17:49,09-06-2017 17:49,Business,Unknown Location,Unknown Location,69.1,
09-10-2017 10:28,09-10-2017 10:45,Business,Unknown Location,Unknown Location,2.8,
09-11-2017 09:51,09-11-2017 09:55,Business,Unknown Location,Unknown Location,8.6,
09-11-2017 21:40,09-11-2017 21:42,Business,Unknown Location,Unknown Location,9.8,
09-12-2017 08:07,09-12-2017 08:12,Business,Unknown Location,Unknown Location,3.6,
09-12-2017 11:15,09-12-2017 11:24,Business,Unknown Location,Unknown Location,1.7,
09-12-2017 13:04,09-12-2017 13:44,Business,Unknown Location,Unknown Location,11.5,
10-03-2017 17:09,10-03-2017 17:12,Business,Unknown Location,Islamabad,10.5,
10-03-2017 18:17,10-03-2017 18:34,Business,Islamabad,Islamabad,2.8,
10-03-2017 18:51,10-03-2017 19:01,Business,Islamabad,Islamabad,1.6,
10-03-2017 22:04,10-03-2017 22:33,Business,Islamabad,Unknown Location,12.7,
10-04-2017 09:50,10-04-2017 10:52,Business,Unknown Location,Unknown Location,28.6,
10-04-2017 12:17,10-04-2017 12:18,Business,Unknown Location,Unknown Location,15.1,
10-06-2017 08:49,10-06-2017 11:36,Business,Unknown Location,R?walpindi,17.9,
10-06-2017 17:23,10-06-2017 17:40,Business,R?walpindi,Unknown Location,112.6,
10-06-2017 18:37,10-06-2017 18:39,Business,Unknown Location,Unknown Location,18.4,
10-06-2017 19:46,10-06-2017 20:26,Business,Unknown Location,Unknown Location,13.8,
10-07-2017 10:56,10-07-2017 10:59,Business,Unknown Location,Lahore,33.2,
10-07-2017 11:27,10-07-2017 11:50,Business,Lahore,Lahore,2.6,
10-07-2017 13:52,10-07-2017 14:08,Business,Lahore,Unknown Location,5.8,
10-07-2017 14:29,10-07-2017 15:11,Business,Unknown Location,Lahore,8.3,
10-07-2017 15:47,10-07-2017 16:02,Business,Lahore,Lahore,2.4,
10-07-2017 18:08,10-07-2017 18:27,Business,Lahore,Lahore,3.1,
10-07-2017 18:33,10-07-2017 19:01,Business,Lahore,Lahore,6.1,
10-08-2017 15:03,10-08-2017 15:03,Business,Karachi,Karachi,3.6,
10-08-2017 18:15,10-08-2017 18:18,Business,Karachi,Unknown Location,8.0,
10-09-2017 14:04,10-09-2017 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site
10-10-2017 17:22,10-10-2017 17:28,Business,Islamabad,Islamabad,1.7,
10-10-2017 17:33,10-10-2017 18:13,Business,Islamabad,Unknown Location,9.5,
10-11-2017 01:27,10-11-2017 02:08,Business,Unknown Location,R?walpindi,17.1,Meeting
10-12-2017 19:18,10-12-2017 19:21,Business,R?walpindi,Unknown Location,18.4,
11-01-2017 11:50,11-01-2017 12:27,Business,Cary,Durham,16.5,
11-01-2017 16:29,11-01-2017 17:02,Business,Durham,Cary,12.8,
11-01-2017 17:35,11-01-2017 17:42,Business,Whitebridge,Whitebridge,1.2,
11-01-2017 19:14,11-01-2017 19:20,Business,Whitebridge,Whitebridge,1.0,
11-01-2017 19:59,11-01-2017 20:12,Business,Whitebridge,Whitebridge,4.1,
11-01-2017 20:41,11-01-2017 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
11-02-2017 15:10,11-02-2017 15:18,Business,Whitebridge,Westpark Place,1.4,
11-02-2017 15:45,11-02-2017 15:52,Business,Westpark Place,Whitebridge,1.8,
11-02-2017 16:46,11-02-2017 17:11,Business,Cary,Morrisville,8.5,Meeting
11-02-2017 17:34,11-02-2017 17:49,Business,Morrisville,Morrisville,5.0,
11-02-2017 17:53,11-02-2017 18:00,Business,Morrisville,Cary,3.8,
11-03-2017 11:28,11-03-2017 11:34,Business,Whitebridge,Hazelwood,2.5,
11-03-2017 12:43,11-03-2017 12:49,Business,Hazelwood,Whitebridge,2.4,
11-03-2017 13:42,11-03-2017 13:47,Business,Whitebridge,Westpark Place,1.4,
11-03-2017 14:13,11-03-2017 14:26,Business,Westpark Place,Whitebridge,1.8,
11-03-2017 18:51,11-03-2017 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
11-03-2017 22:46,11-03-2017 22:58,Business,Morrisville,Cary,3.1,Customer Visit
11-04-2017 10:02,11-04-2017 10:18,Business,Cary,Morrisville,7.9,Temporary Site
11-04-2017 18:14,11-04-2017 18:21,Business,San Jose,Santa Clara,3.8,
11-04-2017 21:04,11-04-2017 21:20,Business,Agnew,Cory,4.3,
11-04-2017 22:12,11-04-2017 22:25,Business,Cory,Agnew,3.9,
11-05-2017 08:34,11-05-2017 08:43,Business,Agnew,Renaissance,2.2,
11-05-2017 17:29,11-05-2017 17:40,Business,Renaissance,Agnew,2.8,
11-05-2017 19:20,11-05-2017 19:28,Business,Agnew,Agnew,2.2,
11-06-2017 10:50,11-06-2017 11:04,Business,Agnew,Renaissance,2.4,
11-06-2017 16:05,11-06-2017 16:22,Business,Renaissance,Agnew,2.8,Meeting
11-06-2017 16:27,11-06-2017 17:28,Business,Santa Clara,Berkeley,43.9,Customer Visit
11-06-2017 19:04,11-06-2017 19:12,Business,Downtown,West Berkeley,1.8,
11-06-2017 20:06,11-06-2017 20:21,Business,West Berkeley,Central,3.3,
11-07-2017 12:28,11-07-2017 12:57,Business,Berkeley,San Francisco,11.8,Between Offices
11-07-2017 19:17,11-07-2017 19:57,Business,San Francisco,Berkeley,13.2,Between Offices
11-08-2017 10:29,11-08-2017 10:57,Business,Berkeley,San Francisco,12.2,Between Offices
11-08-2017 12:16,11-08-2017 12:49,Business,San Francisco,Berkeley,11.3,Meeting
11-08-2017 13:41,11-08-2017 14:01,Business,Berkeley,Emeryville,3.6,
11-08-2017 16:21,11-08-2017 16:34,Business,Emeryville,Berkeley,3.0,
11-09-2017 13:08,11-09-2017 13:41,Business,Berkeley,San Francisco,11.4,
11-09-2017 15:58,11-09-2017 16:04,Business,NOMA,Downtown,0.9,
11-09-2017 17:31,11-09-2017 18:03,Business,Downtown,Sunnyside,6.2,
11-09-2017 18:09,11-09-2017 18:14,Business,Sunnyside,Ingleside,0.7,
11-09-2017 18:21,11-09-2017 18:35,Business,Ingleside,Potrero Flats,5.5,Meeting
11-09-2017 18:40,11-09-2017 19:17,Business,San Francisco,Oakland,12.7,Customer Visit
11-09-2017 20:52,11-09-2017 21:02,Business,Oakland,Berkeley,2.6,
11-09-2017 21:56,11-09-2017 22:02,Business,Central,Central,1.1,
11-10-2017 09:46,11-10-2017 10:15,Business,Berkeley,San Francisco,12.6,Temporary Site
11-10-2017 10:20,11-10-2017 10:31,Business,Tenderloin,SOMISSPO,1.2,
11-10-2017 14:57,11-10-2017 15:07,Business,SOMISSPO,Tenderloin,1.1,
11-10-2017 15:17,11-10-2017 15:22,Business,San Francisco,Oakland,9.9,Temporary Site
11-10-2017 15:30,11-10-2017 15:53,Business,Oakland,Berkeley,6.0,Meeting
11-10-2017 19:18,11-10-2017 19:21,Business,West Berkeley,Central,0.8,
11-11-2017 09:35,11-11-2017 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit
11-11-2017 12:58,11-11-2017 13:13,Business,Menlo Park,Palo Alto,4.0,
11-11-2017 14:20,11-11-2017 14:32,Business,Palo Alto,Menlo Park,2.5,
11-11-2017 14:39,11-11-2017 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit
11-11-2017 18:30,11-11-2017 18:43,Business,Central,College Avenue,2.9,
11-11-2017 21:08,11-11-2017 21:18,Business,College Avenue,Central,2.6,
11-12-2017 10:32,11-12-2017 10:52,Business,Central,South,2.3,
11-12-2017 10:55,11-12-2017 11:25,Business,South,Downtown,6.4,
11-12-2017 13:07,11-12-2017 13:15,Business,Downtown,Central,1.4,
11-12-2017 13:46,11-12-2017 13:50,Business,Central,West Berkeley,0.6,
11-12-2017 14:22,11-12-2017 14:53,Business,West Berkeley,South,5.9,Meeting
11-12-2017 15:14,11-12-2017 15:21,Business,South,Southwest Berkeley,0.8,
11-12-2017 15:25,11-12-2017 15:36,Business,Berkeley,Emeryville,1.3,
11-12-2017 15:40,11-12-2017 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies
12-01-2017 07:44,12-01-2017 07:59,Business,Cary,Cary,5.5,Meeting
12-01-2017 08:37,12-01-2017 08:53,Business,Cary,Cary,5.5,Errand/Supplies
12-01-2017 18:00,12-01-2017 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
12-01-2017 20:36,12-01-2017 20:46,Business,Morrisville,Cary,2.9,Customer Visit
12-02-2017 12:12,12-02-2017 12:23,Business,Cary,Apex,5.1,Meal/Entertain
12-02-2017 13:07,12-02-2017 13:22,Business,Apex,Cary,5.3,Customer Visit
12-02-2017 20:41,12-02-2017 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
12-02-2017 22:59,12-02-2017 23:07,Business,Morrisville,Cary,3.0,Customer Visit
12-03-2017 18:35,12-03-2017 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
12-03-2017 19:08,12-03-2017 19:15,Business,Wake Co.,Morrisville,1.8,
12-03-2017 20:31,12-03-2017 20:41,Business,Morrisville,Cary,3.0,Customer Visit
12-04-2017 18:56,12-04-2017 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain
12-04-2017 20:23,12-04-2017 20:34,Business,Morrisville,Cary,3.4,Customer Visit
12-05-2017 18:04,12-05-2017 18:17,Business,Cary,Cary,4.1,
12-05-2017 19:22,12-05-2017 19:37,Business,Cary,Cary,3.8,Meal/Entertain
12-07-2017 12:03,12-07-2017 12:32,Business,Cary,Cary,6.6,Meeting
12-07-2017 12:35,12-07-2017 12:46,Business,Cary,Cary,4.0,Meeting
12-07-2017 19:53,12-07-2017 20:13,Business,Cary,Cary,7.0,Customer Visit
12-07-2017 21:13,12-07-2017 21:50,Business,Cary,Cary,6.9,Meal/Entertain
12-08-2017 14:19,12-08-2017 14:32,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2017 14:53,12-08-2017 15:02,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2017 19:22,12-08-2017 19:27,Business,Cary,Cary,2.0,Meeting
12-08-2017 21:26,12-08-2017 21:31,Business,Cary,Cary,2.0,Errand/Supplies
12-09-2017 12:09,12-09-2017 12:24,Business,Cary,Apex,5.1,Errand/Supplies
12-09-2017 13:15,12-09-2017 13:43,Business,Apex,Cary,8.8,Temporary Site
12-09-2017 20:11,12-09-2017 20:34,Business,Cary,Cary,5.6,Meeting
12-09-2017 22:03,12-09-2017 22:57,Business,Cary,Cary,18.9,Customer Visit
12-10-2017 12:43,12-10-2017 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting
12-10-2017 14:42,12-10-2017 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
12-10-2017 18:17,12-10-2017 18:27,Business,Cary,Morrisville,3.0,Meal/Entertain
12-10-2017 22:09,12-10-2017 22:21,Business,Morrisville,Cary,3.1,Customer Visit
12-11-2017 16:06,12-11-2017 16:16,Business,Cary,Morrisville,3.0,Meal/Entertain
12-11-2017 19:05,12-11-2017 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies
12-11-2017 21:48,12-11-2017 21:56,Business,Cary,Cary,2.1,Errand/Supplies
12-12-2017 13:22,12-12-2017 13:32,Business,Cary,Cary,3.1,Errand/Supplies
12-12-2017 13:36,12-12-2017 13:51,Business,Cary,Apex,4.4,Meal/Entertain
12-12-2017 14:26,12-12-2017 14:39,Business,Apex,Cary,4.7,Customer Visit
12-12-2017 17:51,12-12-2017 18:01,Business,Cary,Morrisville,3.0,Meal/Entertain
12-12-2017 20:48,12-12-2017 20:57,Business,Morrisville,Cary,3.0,Customer Visit
12-27-2017 21:39,12-27-2017 21:39,Business,Hyderabad,Madhapur,20.0,Coaching
01-01-2018 21:11,01-01-2018 21:17,Business,Fort Pierce,Fort Pierce,5.1,Meal/Entertain
01-02-2018 01:25,01-02-2018 01:37,Business,Fort Pierce,Fort Pierce,5.0,
01-02-2018 20:25,01-02-2018 20:38,Business,Fort Pierce,Fort Pierce,4.8,Errand/Supplies
01-05-2018 17:31,01-05-2018 17:45,Business,Fort Pierce,Fort Pierce,4.7,Meeting
01-06-2018 14:42,01-06-2018 15:49,Business,Fort Pierce,West Palm Beach,63.7,Customer Visit
01-06-2018 17:15,01-06-2018 17:19,Business,West Palm Beach,West Palm Beach,4.3,Meal/Entertain
01-06-2018 17:30,01-06-2018 17:35,Business,West Palm Beach,Palm Beach,7.1,Meeting
01-07-2018 13:27,01-07-2018 13:33,Business,Cary,Cary,0.8,Meeting
01-10-2018 08:05,01-10-2018 08:25,Business,Cary,Morrisville,8.3,Meeting
01-10-2018 12:17,01-10-2018 12:44,Business,Jamaica,New York,16.5,Customer Visit
01-10-2018 15:08,01-10-2018 15:51,Business,New York,Queens,10.8,Meeting
01-10-2018 18:18,01-10-2018 18:53,Business,Elmhurst,New York,7.5,Meeting
01-10-2018 19:12,01-10-2018 19:32,Business,Midtown,East Harlem,6.2,Meeting
01-11-2018 08:55,01-11-2018 09:21,Business,East Harlem,NoMad,6.4,Temporary Site
01-11-2018 11:56,01-11-2018 12:03,Business,Flatiron District,Midtown,1.6,Errand/Supplies
01-11-2018 13:32,01-11-2018 13:46,Business,Midtown,Midtown East,1.7,Meal/Entertain
01-11-2018 14:30,01-11-2018 14:43,Business,Midtown East,Midtown,1.9,Meal/Entertain
01-12-2018 12:33,01-12-2018 12:49,Business,Midtown,Hudson Square,1.9,Meal/Entertain
01-12-2018 12:53,01-12-2018 13:09,Business,Hudson Square,Lower Manhattan,4.0,Meal/Entertain
01-12-2018 14:42,01-12-2018 14:56,Business,Lower Manhattan,Hudson Square,1.8,Errand/Supplies
01-12-2018 15:13,01-12-2018 15:28,Business,Hudson Square,Hell's Kitchen,2.4,Customer Visit
01-12-2018 15:42,01-12-2018 15:54,Business,Hell's Kitchen,Midtown,2.0,Errand/Supplies
01-12-2018 16:02,01-12-2018 17:00,Business,New York,Queens County,15.1,Meeting
02-01-2018 10:35,02-01-2018 11:15,Business,Cary,Chapel Hill,19.4,Customer Visit
02-01-2018 12:10,02-01-2018 12:43,Business,Chapel Hill,Cary,23.3,Customer Visit
02-01-2018 12:56,02-01-2018 13:07,Business,Northwoods,Whitebridge,3.9,Meal/Entertain
02-02-2018 13:04,02-02-2018 13:23,Business,Whitebridge,Williamsburg Manor,8.3,Meeting
02-02-2018 13:51,02-02-2018 14:06,Business,Cary,Cary,6.0,Errand/Supplies
02-02-2018 14:38,02-02-2018 14:42,Business,Cary,Cary,1.6,Errand/Supplies
02-04-2018 08:40,02-04-2018 09:01,Business,Cary,Morrisville,5.2,Errand/Supplies
02-04-2018 09:37,02-04-2018 10:09,Business,Morrisville,Cary,9.7,Meal/Entertain
02-04-2018 10:26,02-04-2018 10:32,Business,Cary,Cary,1.6,Meal/Entertain
02-04-2018 15:59,02-04-2018 16:03,Business,Cary,Cary,1.1,Meal/Entertain
02-04-2018 16:35,02-04-2018 16:39,Business,Cary,Cary,1.6,Meal/Entertain
02-04-2018 18:04,02-04-2018 18:31,Business,Whitebridge,Macgregor Downs,9.0,Meeting
02-04-2018 20:36,02-04-2018 20:55,Business,Cary,Cary,7.7,Meeting
02-05-2018 11:47,02-05-2018 12:07,Business,Cary,Durham,10.4,Meeting
02-05-2018 13:22,02-05-2018 13:41,Business,Durham,Cary,10.4,Meeting
02-06-2018 16:20,02-06-2018 16:53,Business,Cary,Raleigh,11.4,Between Offices
02-06-2018 18:57,02-06-2018 19:21,Business,Raleigh,Cary,9.0,Errand/Supplies
02-06-2018 19:28,02-06-2018 19:37,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain
02-07-2018 16:49,02-07-2018 17:01,Business,Cary,Apex,5.6,Errand/Supplies
02-07-2018 18:03,02-07-2018 18:17,Business,Apex,Cary,5.7,Customer Visit
02-07-2018 18:39,02-07-2018 18:53,Business,Cary,Morrisville,6.1,Temporary Site
02-07-2018 20:22,02-07-2018 20:40,Business,Morrisville,Cary,6.1,Meeting
02-08-2018 12:57,02-08-2018 13:08,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain
02-08-2018 14:00,02-08-2018 14:10,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain
02-09-2018 10:54,02-09-2018 11:07,Personal,Whitebridge,Northwoods,5.3,
02-09-2018 11:43,02-09-2018 11:50,Personal,Northwoods,Tanglewood,3.0,
02-09-2018 13:36,02-09-2018 13:52,Personal,Tanglewood,Preston,5.1,
02-09-2018 13:58,02-09-2018 14:02,Personal,Preston,Whitebridge,1.5,
02-09-2018 18:55,02-09-2018 19:11,Business,Cary,Morrisville,6.1,
02-09-2018 20:24,02-09-2018 20:40,Business,Morrisville,Cary,6.1,Meal/Entertain
02-11-2018 16:28,02-11-2018 17:10,Business,Cary,Raleigh,17.3,Meal/Entertain
02-11-2018 17:49,02-11-2018 18:10,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain
02-11-2018 18:24,02-11-2018 18:46,Business,Raleigh,Morrisville,13.5,Temporary Site
02-11-2018 20:36,02-11-2018 20:51,Business,Morrisville,Cary,6.1,Temporary Site
02-12-2018 08:21,02-12-2018 08:42,Business,Cary,Durham,8.5,Temporary Site
02-12-2018 10:45,02-12-2018 10:52,Business,Durham,Morrisville,2.6,Temporary Site
02-12-2018 11:14,02-12-2018 11:35,Business,Morrisville,Raleigh,17.0,Customer Visit
02-12-2018 13:02,02-12-2018 13:36,Business,Raleigh,Cary,18.0,Meeting
02-12-2018 14:49,02-12-2018 15:06,Business,Cary,Morrisville,8.4,Meeting
02-12-2018 15:33,02-12-2018 16:06,Business,Morrisville,Cary,11.5,Customer Visit
03-01-2018 18:47,03-01-2018 19:10,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain
03-01-2018 21:27,03-01-2018 21:45,Business,Wayne Ridge,Whitebridge,8.0,Meeting
03-03-2018 09:45,03-03-2018 09:52,Personal,Whitebridge,Westpark Place,2.2,
03-03-2018 11:04,03-03-2018 11:10,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies
03-03-2018 14:44,03-03-2018 14:58,Business,Whitebridge,Northwoods,5.2,Meal/Entertain
03-03-2018 15:27,03-03-2018 15:48,Business,Cary,Raleigh,7.6,Customer Visit
03-03-2018 16:02,03-03-2018 16:42,Business,Raleigh,Cary,17.3,Meeting
03-04-2018 07:47,03-04-2018 08:06,Business,Cary,Durham,9.9,Meeting
03-04-2018 09:46,03-04-2018 10:03,Business,Durham,Cary,9.9,Customer Visit
03-04-2018 11:46,03-04-2018 12:06,Business,Cary,Durham,10.4,Meeting
03-04-2018 13:03,03-04-2018 13:25,Business,Durham,Cary,10.9,Meeting
03-04-2018 13:40,03-04-2018 14:09,Business,Cary,Raleigh,15.7,Customer Visit
03-04-2018 15:56,03-04-2018 16:08,Business,Raleigh,Raleigh,4.9,Meal/Entertain
03-04-2018 16:16,03-04-2018 16:22,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies
03-04-2018 16:43,03-04-2018 17:12,Business,Raleigh,Cary,13.5,Meeting
